city,country,continent,latitude,longitude,population,date,pm25,pm10,no2,o3,so2,aqi
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-11-25,76.05,176.57,53.52,69.31,18.21,171.7
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-11-25,77.26,190.9,48.63,66.18,15.45,173.0
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-11-25,48.86,85.79,31.93,40.16,10.77,133.6
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-11-25,142.56,243.84,61.28,46.77,22.51,241.5
London,GB,Europe,51.5074,-0.1278,9.0,2023-11-25,24.24,43.36,36.12,45.67,5.45,76.2
Paris,FR,Europe,48.8566,2.3522,2.2,2023-11-25,30.01,53.02,37.01,45.0,6.0,88.5
Berlin,DE,Europe,52.52,13.405,3.6,2023-11-25,28.93,51.39,33.46,43.28,5.19,86.2
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-11-25,5.0,10.0,18.87,42.92,1.0,20.9
Rome,IT,Europe,41.9028,12.4964,2.8,2023-11-25,36.66,63.99,41.33,53.2,7.13,103.2
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-11-25,23.79,51.19,32.4,38.64,4.76,75.2
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-11-25,16.64,32.45,29.82,42.89,2.93,59.9
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-11-25,15.09,35.64,26.55,39.53,3.02,56.6
New York,US,North America,40.7128,-74.006,8.3,2023-11-25,16.21,32.31,24.1,44.46,3.64,59.0
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-11-25,48.93,85.89,38.96,69.18,7.79,133.8
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-11-25,50.05,92.57,39.52,53.51,13.01,136.6
Chicago,US,North America,41.8781,-87.6298,2.7,2023-11-25,63.71,105.56,48.85,60.11,13.74,158.7
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-11-25,5.17,15.75,20.58,41.55,1.03,21.6
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-11-25,42.55,76.33,36.78,44.27,7.51,117.9
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-11-25,53.87,93.3,43.43,55.66,9.77,146.2
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-11-25,51.91,90.87,42.96,52.17,9.78,141.3
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-11-25,34.73,62.1,33.37,57.02,6.35,98.7
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-11-25,61.14,109.71,61.57,51.94,12.63,156.0
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-11-25,28.47,54.7,35.23,39.94,6.29,85.2
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-11-25,110.44,203.17,52.72,54.63,21.09,207.8
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-11-25,41.35,84.52,28.17,40.9,5.27,114.9
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-11-25,16.0,44.01,27.0,39.8,9.2,58.6
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-11-25,12.59,31.38,21.79,36.28,3.52,51.3
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-11-25,6.4,17.1,20.7,47.42,1.28,26.7
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-11-25,11.36,24.04,19.68,44.81,1.87,47.4
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-11-26,69.34,139.01,34.67,32.8,6.87,164.6
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-11-26,56.04,106.57,35.52,31.31,14.21,150.7
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-11-26,22.49,41.24,26.75,39.25,3.5,72.4
Seoul,KR,Asia,37.5665,126.978,9.8,2023-11-26,47.55,86.33,38.78,44.27,10.51,130.4
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-11-26,73.88,138.32,47.44,41.66,11.78,169.4
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-11-26,137.25,230.87,85.62,58.17,31.45,235.9
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-11-26,77.2,138.31,53.1,56.66,14.44,172.9
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-11-26,34.58,71.87,31.29,40.37,5.92,98.3
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-11-26,26.61,52.42,35.81,41.48,6.32,81.3
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-11-26,35.91,62.87,36.96,49.17,7.78,101.3
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-11-26,146.32,261.98,75.66,58.4,23.26,245.5
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-11-26,22.97,96.96,26.99,53.39,7.59,73.5
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-11-26,81.69,197.53,50.84,67.51,16.34,177.6
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-11-26,67.85,114.28,41.43,45.86,14.57,163.1
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-11-26,112.53,198.8,46.27,37.76,16.51,210.0
London,GB,Europe,51.5074,-0.1278,9.0,2023-11-26,21.96,39.94,34.98,44.99,4.99,71.3
Paris,FR,Europe,48.8566,2.3522,2.2,2023-11-26,43.67,73.5,43.83,49.1,8.73,120.7
Berlin,DE,Europe,52.52,13.405,3.6,2023-11-26,15.01,30.52,26.51,39.1,2.4,56.4
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-11-26,37.87,65.81,40.94,56.16,6.77,106.2
Rome,IT,Europe,41.9028,12.4964,2.8,2023-11-26,41.17,70.75,43.58,54.55,8.03,114.4
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-11-26,32.92,64.88,36.96,41.38,6.58,94.8
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-11-26,7.12,18.18,25.06,40.04,1.02,29.7
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-11-26,5.0,14.94,19.65,35.39,1.0,20.9
New York,US,North America,40.7128,-74.006,8.3,2023-11-26,28.04,50.06,30.02,48.01,6.01,84.3
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-11-26,19.95,42.42,24.47,60.48,1.99,67.0
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-11-26,67.2,118.3,48.1,58.66,16.44,162.4
Chicago,US,North America,41.8781,-87.6298,2.7,2023-11-26,18.88,38.31,26.44,46.66,4.78,64.7
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-11-26,5.67,16.5,20.83,41.7,1.13,23.6
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-11-26,14.77,34.65,22.88,35.93,1.95,55.9
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-11-26,33.95,63.43,33.48,49.69,5.79,97.0
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-11-26,25.84,51.76,29.92,44.35,4.57,79.6
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-11-26,47.07,80.61,39.54,60.72,8.81,129.2
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-11-26,46.49,87.74,54.25,47.55,9.7,127.7
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-11-26,24.19,48.28,33.09,38.66,5.44,76.1
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-11-26,83.68,163.02,39.34,46.6,15.74,179.7
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-11-26,113.03,192.05,64.02,62.41,19.61,210.5
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-11-26,31.68,67.53,34.84,44.51,12.34,92.1
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-11-26,17.86,39.28,24.43,37.86,4.57,62.5
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-11-26,5.0,14.97,19.99,46.99,1.0,20.9
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-11-26,20.94,38.41,24.47,47.68,3.79,69.1
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-11-27,63.31,129.97,31.66,30.99,5.66,158.3
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-11-27,87.59,153.88,51.29,40.78,20.52,183.8
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-11-27,18.43,35.15,24.72,38.03,2.69,63.8
Seoul,KR,Asia,37.5665,126.978,9.8,2023-11-27,5.0,10.38,13.46,29.08,1.0,20.9
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-11-27,84.01,153.51,52.5,44.7,13.8,180.0
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-11-27,60.38,115.57,47.19,35.11,16.08,155.2
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-11-27,29.7,67.04,29.35,42.41,4.94,87.9
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-11-27,58.99,108.49,43.5,47.7,10.8,153.8
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-11-27,44.81,79.72,44.91,46.94,9.96,123.5
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-11-27,27.47,50.21,32.74,46.64,6.09,83.1
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-11-27,95.39,185.59,50.2,43.12,13.08,192.0
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-11-27,65.19,160.29,48.1,66.06,16.04,160.3
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-11-27,44.44,141.67,32.22,56.33,8.89,122.6
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-11-27,88.58,145.37,51.79,52.07,18.72,184.8
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-11-27,162.61,273.92,71.31,52.78,26.52,212.8
London,GB,Europe,51.5074,-0.1278,9.0,2023-11-27,28.35,49.52,38.17,46.9,6.27,85.0
Paris,FR,Europe,48.8566,2.3522,2.2,2023-11-27,14.32,29.48,29.16,40.3,2.86,55.0
Berlin,DE,Europe,52.52,13.405,3.6,2023-11-27,16.53,32.79,27.26,39.56,2.71,59.7
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-11-27,31.23,55.85,37.62,54.17,5.45,91.2
Rome,IT,Europe,41.9028,12.4964,2.8,2023-11-27,31.19,55.78,38.59,51.56,6.04,91.1
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-11-27,37.73,72.1,39.37,42.82,7.55,105.8
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-11-27,16.0,31.49,29.5,42.7,2.8,58.6
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-11-27,32.09,61.14,35.05,44.63,6.42,93.0
New York,US,North America,40.7128,-74.006,8.3,2023-11-27,49.9,82.85,40.95,54.57,10.38,136.3
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-11-27,5.0,10.0,13.33,53.8,1.0,20.9
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-11-27,38.02,74.52,33.51,49.9,10.6,106.5
Chicago,US,North America,41.8781,-87.6298,2.7,2023-11-27,17.79,36.68,25.89,46.34,4.56,62.4
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-11-27,20.67,39.0,28.33,46.2,4.13,68.6
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-11-27,34.37,64.06,32.69,41.81,5.87,97.9
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-11-27,45.5,80.74,39.25,53.15,8.1,125.2
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-11-27,38.13,70.2,36.07,48.04,7.03,106.8
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-11-27,37.52,66.29,34.76,57.86,6.9,105.3
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-11-27,30.02,63.03,46.01,42.61,6.4,88.6
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-11-27,58.25,99.37,50.12,48.87,12.25,153.0
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-11-27,93.79,178.18,44.39,49.64,17.76,190.3
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-11-27,46.33,91.99,30.66,42.4,6.27,127.3
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-11-27,33.01,69.52,35.51,44.9,12.6,95.0
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-11-27,10.88,28.82,20.94,35.76,3.18,45.4
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-11-27,23.79,43.18,29.39,52.64,4.76,75.2
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-11-27,18.0,34.0,23.0,46.8,3.2,62.8
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-11-28,71.17,141.75,35.58,33.35,7.23,166.6
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-11-28,64.94,119.91,39.97,33.98,15.99,160.0
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-11-28,17.45,33.67,24.22,37.73,2.49,61.7
Seoul,KR,Asia,37.5665,126.978,9.8,2023-11-28,5.0,10.0,12.77,28.66,1.0,20.9
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-11-28,143.51,242.77,82.26,62.55,25.7,242.5
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-11-28,127.88,216.83,80.94,55.37,29.58,226.1
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-11-28,73.69,133.04,51.35,55.61,13.74,169.2
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-11-28,71.9,127.85,49.95,51.57,13.38,167.3
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-11-28,17.72,39.08,31.36,38.82,4.54,62.2
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-11-28,39.48,68.21,38.74,50.24,8.5,110.2
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-11-28,90.77,178.65,47.88,41.73,12.15,187.1
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-11-28,79.21,181.32,55.11,70.26,18.84,175.0
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-11-28,59.26,163.89,39.63,60.78,11.85,154.1
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-11-28,71.47,119.7,43.23,46.94,15.29,166.9
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-11-28,122.34,213.51,51.17,40.7,18.47,220.3
London,GB,Europe,51.5074,-0.1278,9.0,2023-11-28,32.34,55.51,40.17,48.1,7.07,93.5
Paris,FR,Europe,48.8566,2.3522,2.2,2023-11-28,13.3,27.95,28.65,39.99,2.66,52.8
Berlin,DE,Europe,52.52,13.405,3.6,2023-11-28,27.47,49.21,32.74,42.84,4.89,83.1
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-11-28,18.72,37.08,31.36,50.42,2.94,64.4
Rome,IT,Europe,41.9028,12.4964,2.8,2023-11-28,30.66,55.0,38.33,51.4,5.93,89.9
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-11-28,24.94,52.92,32.97,38.98,4.99,77.7
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-11-28,13.19,27.28,28.09,41.86,2.24,52.5
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-11-28,37.84,69.76,37.92,46.35,7.57,106.1
New York,US,North America,40.7128,-74.006,8.3,2023-11-28,12.44,26.66,22.22,43.33,2.89,50.9
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-11-28,31.68,60.02,30.34,64.0,4.34,92.1
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-11-28,60.22,107.83,44.61,56.57,15.04,155.1
Chicago,US,North America,41.8781,-87.6298,2.7,2023-11-28,16.28,34.42,25.14,45.88,4.26,59.2
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-11-28,33.92,58.88,34.96,50.18,6.78,96.9
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-11-28,5.29,20.43,18.14,33.09,1.0,22.1
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-11-28,67.8,114.2,50.4,59.84,12.56,163.0
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-11-28,25.06,50.58,29.53,44.12,4.41,77.9
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-11-28,29.25,53.87,30.62,55.37,5.25,86.9
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-11-28,50.99,94.48,56.49,48.9,10.6,139.0
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-11-28,40.71,73.07,41.36,43.61,8.74,113.3
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-11-28,44.46,104.19,19.73,34.84,7.89,122.6
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-11-28,66.87,122.81,40.94,48.56,10.37,162.0
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-11-28,57.03,105.54,47.51,52.11,17.41,151.7
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-11-28,30.96,58.94,30.98,41.79,7.19,90.6
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-11-28,22.21,40.81,28.6,52.16,4.44,71.8
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-11-28,18.16,34.24,23.08,46.85,3.23,63.2
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-11-29,125.65,223.48,62.83,49.7,18.13,223.8
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-11-29,128.43,215.14,71.71,53.03,28.69,226.7
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-11-29,38.38,65.07,34.69,44.01,6.68,107.4
Seoul,KR,Asia,37.5665,126.978,9.8,2023-11-29,47.62,86.44,38.81,44.29,10.52,130.6
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-11-29,123.11,212.17,72.06,56.43,21.62,221.1
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-11-29,82.23,148.34,58.11,41.67,20.45,178.2
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-11-29,14.64,44.46,21.82,37.89,1.93,55.7
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-11-29,42.04,83.06,35.02,42.61,7.41,116.6
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-11-29,11.75,30.13,28.38,37.03,3.35,49.0
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-11-29,5.0,10.0,17.54,37.53,1.0,20.9
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-11-29,125.8,231.2,65.4,52.24,19.16,223.9
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-11-29,50.41,138.11,40.7,61.62,13.08,137.5
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-11-29,56.65,159.97,38.32,59.99,11.33,151.3
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-11-29,54.27,93.9,34.63,41.78,11.85,147.2
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-11-29,163.13,274.7,71.57,52.94,26.63,213.4
London,GB,Europe,51.5074,-0.1278,9.0,2023-11-29,36.03,61.05,42.02,49.21,7.81,101.6
Paris,FR,Europe,48.8566,2.3522,2.2,2023-11-29,20.04,38.06,32.02,42.01,4.01,67.2
Berlin,DE,Europe,52.52,13.405,3.6,2023-11-29,9.57,22.35,23.78,37.47,1.31,39.9
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-11-29,33.47,59.21,38.74,54.84,5.89,96.0
Rome,IT,Europe,41.9028,12.4964,2.8,2023-11-29,41.65,71.48,43.83,54.7,8.13,115.6
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-11-29,31.39,62.58,36.19,40.92,6.28,91.5
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-11-29,21.32,39.47,32.16,44.29,3.86,69.9
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-11-29,33.92,63.89,35.96,45.18,6.78,96.9
New York,US,North America,40.7128,-74.006,8.3,2023-11-29,20.23,38.35,26.12,45.67,4.45,67.6
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-11-29,33.64,62.96,31.32,64.59,4.73,96.3
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-11-29,46.1,86.65,37.55,52.33,12.22,126.7
Chicago,US,North America,41.8781,-87.6298,2.7,2023-11-29,5.27,17.9,19.63,42.58,2.05,22.0
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-11-29,34.9,60.35,35.45,50.47,6.98,99.0
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-11-29,18.59,40.38,24.79,37.08,2.72,64.1
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-11-29,46.76,82.64,39.88,53.53,8.35,128.4
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-11-29,49.68,87.52,41.84,51.5,9.34,135.7
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-11-29,17.88,36.82,24.94,51.96,2.98,62.6
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-11-29,10.04,33.06,36.02,36.61,2.41,41.9
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-11-29,25.58,50.37,33.79,39.07,5.72,79.1
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-11-29,95.6,180.9,45.3,50.18,18.12,192.2
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-11-29,62.8,116.7,38.9,47.34,9.56,157.8
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-11-29,5.0,20.62,19.21,35.12,6.08,20.9
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-11-29,8.41,25.11,19.7,35.02,2.68,35.1
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-11-29,20.65,38.47,27.82,51.69,4.13,68.5
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-11-29,8.81,20.22,18.41,44.04,1.36,36.8
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-11-30,57.42,121.13,28.71,29.23,4.48,152.1
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-11-30,75.02,135.03,45.01,37.01,18.0,170.6
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-11-30,39.68,67.02,35.34,44.4,6.94,110.7
Seoul,KR,Asia,37.5665,126.978,9.8,2023-11-30,41.7,77.54,35.85,42.51,9.34,115.7
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-11-30,29.79,72.19,25.4,28.44,2.96,88.1
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-11-30,71.81,132.72,52.91,38.54,18.36,167.2
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-11-30,27.95,64.43,28.48,41.89,4.59,84.1
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-11-30,66.05,119.07,47.02,49.81,12.21,161.2
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-11-30,29.89,57.34,37.45,42.47,6.98,88.3
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-11-30,30.28,54.42,34.14,47.48,6.66,89.1
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-11-30,85.68,171.02,45.34,40.2,11.14,181.8
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-11-30,32.94,111.92,31.97,56.38,9.59,94.8
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-11-30,20.65,105.97,20.32,49.19,4.13,68.5
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-11-30,55.88,96.32,35.44,42.26,12.18,150.5
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-11-30,144.76,247.14,62.38,47.43,22.95,243.8
London,GB,Europe,51.5074,-0.1278,9.0,2023-11-30,30.88,53.32,39.44,47.66,6.78,90.4
Paris,FR,Europe,48.8566,2.3522,2.2,2023-11-30,33.23,57.84,38.61,45.97,6.65,95.4
Berlin,DE,Europe,52.52,13.405,3.6,2023-11-30,29.17,51.75,33.58,43.35,5.23,86.7
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-11-30,42.77,73.16,43.39,57.63,7.75,118.4
Rome,IT,Europe,41.9028,12.4964,2.8,2023-11-30,34.25,60.37,40.12,52.47,6.65,97.6
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-11-30,37.08,71.13,39.04,42.63,7.42,104.2
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-11-30,10.75,23.62,26.87,41.12,1.75,44.8
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-11-30,24.61,49.91,31.3,42.38,4.92,77.0
New York,US,North America,40.7128,-74.006,8.3,2023-11-30,5.0,11.85,17.28,40.37,1.0,20.9
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-11-30,26.63,52.45,27.82,62.49,3.33,81.3
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-11-30,77.3,133.45,53.15,61.69,18.46,173.0
Chicago,US,North America,41.8781,-87.6298,2.7,2023-11-30,24.66,46.99,29.33,48.4,5.93,77.1
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-11-30,31.55,55.33,33.78,49.47,6.31,91.8
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-11-30,21.71,45.06,26.35,38.01,3.34,70.8
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-11-30,33.72,63.07,33.36,49.61,5.74,96.5
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-11-30,65.03,110.54,49.51,56.11,12.41,160.1
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-11-30,54.63,91.94,43.31,62.99,10.33,148.1
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-11-30,64.3,114.45,63.15,52.89,13.26,159.3
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-11-30,47.3,82.95,44.65,45.59,10.06,129.8
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-11-30,120.48,218.22,57.74,57.64,23.1,218.3
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-11-30,81.17,144.25,48.08,52.85,13.23,177.1
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-11-30,43.11,84.66,40.55,47.93,14.62,119.3
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-11-30,25.85,51.28,28.43,40.26,6.17,79.6
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-11-30,13.51,27.76,24.25,49.55,2.7,53.2
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-11-30,7.79,18.69,17.9,43.74,1.16,32.5
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-12-01,149.09,269.14,74.55,46.83,20.72,248.4
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-12-01,143.7,244.8,81.6,49.96,32.64,242.7
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-12-01,28.13,51.95,34.22,38.69,4.33,84.5
Seoul,KR,Asia,37.5665,126.978,9.8,2023-12-01,61.13,111.19,50.06,44.74,13.53,156.0
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-12-01,78.53,153.55,52.92,36.31,11.81,174.3
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-12-01,59.9,122.36,52.05,28.67,17.18,154.7
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-12-01,79.23,148.1,58.47,52.32,14.55,175.0
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-12-01,72.26,134.38,54.33,46.28,13.15,167.7
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-12-01,44.03,82.3,51.27,43.56,10.11,121.6
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-12-01,5.0,18.37,26.92,37.75,1.67,20.9
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-12-01,79.66,174.73,43.08,29.85,8.13,175.5
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-12-01,80.69,202.28,60.49,66.66,20.04,176.6
